directory,directory_type,county,state,municipality,municipality_type,query_keyword,candidate_query_url,sweep_priority,current_status,extracted_rows_currently_available,known_total_if_available,use_case,publication_rule,notes
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.yellowpagesdirectory.com/search?q=Cokedale+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.manta.com/search?search=Cokedale+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.merchantcircle.com/search?q=Cokedale+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.cylex.us.com/search/?q=Cokedale+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.hotfrog.com/search/cokedale-co,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.brownbook.net/businesses/search?query=Cokedale+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.chamberofcommerce.com/search?what=&where=Cokedale+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.bbb.org/search?find_country=USA&find_text=Cokedale+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.tripadvisor.com/Search?q=Cokedale+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.yelp.com/search?find_desc=&find_loc=Cokedale+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.google.com/search?q=Cokedale+CO+businesses,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://maps.apple.com/?q=Cokedale+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Cokedale,incorporated town,Cokedale CO,https://www.bing.com/maps?q=Cokedale+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.yellowpages.com/kim-co/business-listings/1,1,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.yellowpagesdirectory.com/search?q=Kim+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.manta.com/search?search=Kim+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.merchantcircle.com/search?q=Kim+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.cylex.us.com/search/?q=Kim+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.hotfrog.com/search/kim-co,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.brownbook.net/businesses/search?query=Kim+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.chamberofcommerce.com/search?what=&where=Kim+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.bbb.org/search?find_country=USA&find_text=Kim+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.tripadvisor.com/Search?q=Kim+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.yelp.com/search?find_desc=&find_loc=Kim+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.google.com/search?q=Kim+CO+businesses,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Kim,incorporated town,Kim CO,https://maps.apple.com/?q=Kim+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Kim,incorporated town,Kim CO,https://www.bing.com/maps?q=Kim+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.yellowpages.com/starkville-co/business-listings/1,1,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.yellowpagesdirectory.com/search?q=Starkville+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.manta.com/search?search=Starkville+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.merchantcircle.com/search?q=Starkville+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.cylex.us.com/search/?q=Starkville+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.hotfrog.com/search/starkville-co,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.brownbook.net/businesses/search?query=Starkville+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.chamberofcommerce.com/search?what=&where=Starkville+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.bbb.org/search?find_country=USA&find_text=Starkville+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.tripadvisor.com/Search?q=Starkville+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.yelp.com/search?find_desc=&find_loc=Starkville+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.google.com/search?q=Starkville+CO+businesses,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://maps.apple.com/?q=Starkville+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Starkville,incorporated town,Starkville CO,https://www.bing.com/maps?q=Starkville+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.yellowpages.com/hoehne-co/business-listings/1,2,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.yellowpagesdirectory.com/search?q=Hoehne+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.manta.com/search?search=Hoehne+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.merchantcircle.com/search?q=Hoehne+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.cylex.us.com/search/?q=Hoehne+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.hotfrog.com/search/hoehne-co,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.brownbook.net/businesses/search?query=Hoehne+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.chamberofcommerce.com/search?what=&where=Hoehne+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.bbb.org/search?find_country=USA&find_text=Hoehne+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.tripadvisor.com/Search?q=Hoehne+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.yelp.com/search?find_desc=&find_loc=Hoehne+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.google.com/search?q=Hoehne+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://maps.apple.com/?q=Hoehne+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Hoehne,unincorporated community,Hoehne CO,https://www.bing.com/maps?q=Hoehne+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.yellowpages.com/jansen-co/business-listings/1,2,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.yellowpagesdirectory.com/search?q=Jansen+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.manta.com/search?search=Jansen+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.merchantcircle.com/search?q=Jansen+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.cylex.us.com/search/?q=Jansen+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.hotfrog.com/search/jansen-co,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.brownbook.net/businesses/search?query=Jansen+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.chamberofcommerce.com/search?what=&where=Jansen+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.bbb.org/search?find_country=USA&find_text=Jansen+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.tripadvisor.com/Search?q=Jansen+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.yelp.com/search?find_desc=&find_loc=Jansen+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.google.com/search?q=Jansen+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://maps.apple.com/?q=Jansen+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Jansen,unincorporated community,Jansen CO,https://www.bing.com/maps?q=Jansen+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.yellowpages.com/segundo-co/business-listings/1,2,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.yellowpagesdirectory.com/search?q=Segundo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.manta.com/search?search=Segundo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.merchantcircle.com/search?q=Segundo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.cylex.us.com/search/?q=Segundo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.hotfrog.com/search/segundo-co,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.brownbook.net/businesses/search?query=Segundo+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.chamberofcommerce.com/search?what=&where=Segundo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.bbb.org/search?find_country=USA&find_text=Segundo+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.tripadvisor.com/Search?q=Segundo+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.yelp.com/search?find_desc=&find_loc=Segundo+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.google.com/search?q=Segundo+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://maps.apple.com/?q=Segundo+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Segundo,unincorporated community,Segundo CO,https://www.bing.com/maps?q=Segundo+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.yellowpages.com/valdez-co/business-listings/1,2,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.yellowpagesdirectory.com/search?q=Valdez+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.manta.com/search?search=Valdez+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.merchantcircle.com/search?q=Valdez+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.cylex.us.com/search/?q=Valdez+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.hotfrog.com/search/valdez-co,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.brownbook.net/businesses/search?query=Valdez+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.chamberofcommerce.com/search?what=&where=Valdez+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.bbb.org/search?find_country=USA&find_text=Valdez+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.tripadvisor.com/Search?q=Valdez+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.yelp.com/search?find_desc=&find_loc=Valdez+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
