business_name,city,county,state,category,physical_flyer_likelihood,outreach_priority_score,recommended_outreach_action,corporate_policy_risk,public_foot_traffic,digital_distribution_likelihood,review_reason,end_user_warning,municipality_scope,physical_address,phone,website,source_url,source_type,source_scope,verification_status,import_recommendation,notes,deploy_crosscheck,deploy_match_name,deploy_match_id
Advance America,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
ColoradoMountainSpirit.com,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
TSJC Presidents House,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Tequila's Family Mexican Restaurant,Trinidad,Las Animas,CO,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Colorado State Government,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Trinidad High School,Trinidad,Las Animas,CO,unspecified,Community-public: formal permission,4,"Ask about official community bulletin, calendar, lobby board, or partner-share rules.",Low corporate risk / public-process risk,Medium,Medium,"Public/civic institution or chamber/tourism-like entity; useful for community distribution, but approval process may be formal.",Do not treat as normal business; verify public posting policy.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Cut & Curl,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
"Coatney, Michael W, DO",Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Spanish Peaks Land,Trinidad,Las Animas,CO,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Diamond T,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
"Southern Colorado Developmental Disabilities Services, Inc",Trinidad,Las Animas,CO,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Spanish Peaks-Purgatoire River Conservation District,Trinidad,Las Animas,CO,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Linda's Alterations,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
NAPA Auto Parts,Trinidad,Las Animas,CO,unspecified,Low: corporate/franchise restrictions likely,1,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,High,Low,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Trinidad Seventh-Day Adventist Church,Trinidad,Las Animas,CO,unspecified,Medium: mission-fit permission,3,"Ask office/admin about community bulletin board, newsletter, or event alignment.",Low,Medium,Medium,Faith/community locations may share mission-aligned flyers but are not general advertising boards.,Use for mission/community-aligned asks only; confirm permission.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Trinidad Ambulance District,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Joe Febbraro,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Colorado CDL Training School,Trinidad,Las Animas,CO,unspecified,Community-public: formal permission,4,"Ask about official community bulletin, calendar, lobby board, or partner-share rules.",Low corporate risk / public-process risk,Medium,Medium,"Public/civic institution or chamber/tourism-like entity; useful for community distribution, but approval process may be formal.",Do not treat as normal business; verify public posting policy.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Casa Village Apartments,Trinidad,Las Animas,CO,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Grease Monkey,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Curves,Trinidad,Las Animas,CO,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
First Pentecostal Church of Trinidad,Trinidad,Las Animas,CO,unspecified,Medium: mission-fit permission,3,"Ask office/admin about community bulletin board, newsletter, or event alignment.",Low,Medium,Medium,Faith/community locations may share mission-aligned flyers but are not general advertising boards.,Use for mission/community-aligned asks only; confirm permission.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
All That Is Energy,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Telemed Nightingales,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Phil Long Ford of Trinidad Parts,Trinidad,Las Animas,CO,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Trinidad Insurance Center,Trinidad,Las Animas,CO,unspecified,Low: not a flyer-first stop,1,"Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",Medium,Low,Low,"Professional, medical, industrial, utility, or appointment-based business; physical flyer posting is less likely or less useful.",Do not prioritize for public flyer distribution.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Just Architectural & Engnrng,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Sammons Mechanical,Trinidad,Las Animas,CO,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
InBank,Trinidad,Las Animas,CO,unspecified,Low: not a flyer-first stop,1,"Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",Medium,Low,Low,"Professional, medical, industrial, utility, or appointment-based business; physical flyer posting is less likely or less useful.",Do not prioritize for public flyer distribution.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Big Pine Realty,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
JM Tire and Auto Repair,Trinidad,Las Animas,CO,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Walmart - Photo Center,Trinidad,Las Animas,CO,unspecified,Low: corporate/franchise restrictions likely,1,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,High,Low,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Blue Diamond Builders Inc,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Magnolia Road Cannabis Co. Dispensary,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Cricket Wireless Authorized Retailer,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Fastenal Company,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Fair Auto Sales,Trinidad,Las Animas,CO,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
First United Methodist Church,Trinidad,Las Animas,CO,unspecified,Medium: mission-fit permission,3,"Ask office/admin about community bulletin board, newsletter, or event alignment.",Low,Medium,Medium,Faith/community locations may share mission-aligned flyers but are not general advertising boards.,Use for mission/community-aligned asks only; confirm permission.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
APC Southern,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Corral Paint,Trinidad,Las Animas,CO,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Trinidad,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page,Trinidad bulk listings page 1: visible 1-200 of 624,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
