entry_id,name,aliases,county,town,state,category,entry_type,description,websites,emails,phones,addresses,source_urls,audiences,keywords,marketing_channels,notes_for_use,source_count,merged_from
everything-0759-las-animas-trinidad,Las Animas / Trinidad,"['Las Animas', 'Trinidad']",Las Animas,Trinidad,CO,Important local pages and channels,Listing,"Civic or partner-organization route in Trinidad, Las Animas, CO. Use it to find formal contact paths, public information, business referrals, community-posting questions, or local program connections.",['https://trinidad.co.gov'],['kcrt@comcast.net'],['(719) 846-9843'],['136 W. Main St'],['https://trinidad.co.gov'],"['Artists', 'Arts and culture audiences', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Important local pages and channels', 'Promotion', 'Get Media Coverage', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'artist', 'arts', 'business', 'media', 'partner', 'service', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0760-las-animas-county-co,Las Animas County (CO),"['Las Animas County', 'Las Animas County / Trinidad', 'Trinidad']",Las Animas,Trinidad,CO,Events & Seasonal Programs,Listing,"Event or calendar route in Trinidad, Las Animas, CO. Use it when planning public events, performances, classes, workshops, or calendar visibility across the region.","['https://www.visittrinidadcolorado.com', 'https://www.trinidad.co.gov']",[],[],[],"['https://www.visittrinidadcolorado.com', 'https://www.trinidad.co.gov']","['Artists', 'Arts and culture audiences', 'Businesses', 'Programs', 'Artists and creative businesses', 'Nonprofits and community programs', 'Event organizers', 'Local residents', 'Nonprofits', 'Visitors and tourists', 'Businesses and entrepreneurs']","['Events & Seasonal Programs', 'Promotion', 'Get Media Coverage', 'Improve Online Visibility', 'Promote Something', 'Start Something', 'Trinidad', 'Las Animas', 'artist', 'arts', 'calendar', 'event', 'media', 'workshop', 'Social Media & Digital Presence', 'business', 'partner', 'social media', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",2,['guide resource directory']
everything-0761-las-animas-county-assessor,Las Animas County Assessor,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'calendar', 'chamber', 'directory', 'flyer', 'outreach', 'partner', 'tourism', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about business directory or partner referral', 'Ask about a digital share or listing update']","Ask about official community bulletin, calendar, lobby board, or partner-share rules.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0762-las-animas-county-government,Las Animas County Government,[],Las Animas,Trinidad,CO,County government,Directory shortcut,"County offices, public services, official contact routing, and civic context.",['https://lasanimascounty.colorado.gov/'],[],[],[],"['https://lasanimascounty.colorado.gov/', 'https://www.yellowpages.com/trinidad-co/business-listings/1']","['Businesses and entrepreneurs', 'Local residents', 'Businesses', 'Programs', 'Visitors and tourists', 'Nonprofits and community programs', 'Event organizers']","['County government', 'Las Animas', 'service', 'Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'business', 'calendar', 'chamber', 'directory', 'flyer', 'outreach', 'partner', 'tourism', 'visitor', 'unspecified']","['Use as a contact starting point', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about business directory or partner referral', 'Ask about a digital share or listing update']",Use when a guide section needs official Las Animas County source check.,2,"['County government', 'guide resource directory', 'commercial directory sweep']"
everything-0763-las-animas-county-co-trinidad-aguilar-branson-cokedale-kim-starkville-unincorporated-communities,"Las Animas County, CO Trinidad, Aguilar, Branson, Cokedale, Kim, Starkville & unincorporated communities",[],Las Animas,Trinidad,CO,County-Specific Resources Overview,Listing,"Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",['https://trinidad.co.gov'],[],[],[],['https://trinidad.co.gov'],"['Artists', 'Arts and culture audiences', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['County-Specific Resources Overview', 'Funding', 'Find Money / Help', 'Get Media Coverage', 'Improve Online Visibility', 'Promote Something', 'Start Something', 'Trinidad', 'Las Animas', 'artist', 'arts', 'business', 'event', 'lodging', 'media', 'service', 'visitor', 'Aguilar', 'Branson']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0764-las-animas-grill,Las Animas Grill,[],Las Animas,Trinidad,CO,Restaurant,Listing,"Restaurant or dining business in Trinidad, Las Animas, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",[],[],['719-846-7621'],['341 N. Commercial St'],['https://visittrinidadcolorado.com/dine/'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Restaurant', 'Media', 'Add / Correct Info', 'Get Media Coverage', 'Improve Online Visibility', 'Promote Something', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'dining', 'event', 'outreach', 'visitor', 'tourism']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,"['guide resource directory', 'Visit Trinidad - Dine']"
everything-0765-las-animas-huerfano-counties-district-health-department,Las Animas-Huerfano Counties District Health Department,[],Huerfano,Walsenburg,CO,Government / healthcare,Listing,"Civic or partner-organization route in Walsenburg, Huerfano, CO. Use it to find the public page, organization, office, or listing path that best matches the task.",['https://la-h-health.colorado.gov'],[],[],[],['https://la-h-health.colorado.gov'],"['Artists', 'Businesses', 'Health / service audiences', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Government / healthcare', 'Resource', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'artist', 'partner', 'service', 'visitor', 'Las Animas']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0766-las-petacas-campground,Las Petacas Campground,[],Colfax,Angel Fire,NM,All tourism directory listings,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://visitangelfirenm.com/listing/las-petacas-campground/'],[],[],"['US-64, Taos, NM 87571']","['https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3', 'https://visitangelfirenm.com/listing/las-petacas-campground/']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['All tourism directory listings', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Angel Fire', 'Colfax', 'artist', 'business', 'creative business', 'directory', 'outreach', 'tourism', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",2,"['guide resource directory', 'Visit Angel Fire - All Listings']"
everything-0767-lathrop-state-park,Lathrop State Park,[],Huerfano,Walsenburg,CO,Tourism / outdoor recreation,Listing,"Visitor or recreation route in Walsenburg, Huerfano, CO. It is useful for tourism context, trip planning, visitor referrals, and partnership research tied to regional travel.",['https://www.coloradodirectory.com/costateparks/lathrop.html'],[],[],[],"['https://spanishpeakscountry.com/scenic-points/', 'https://www.coloradodirectory.com/costateparks/lathrop.html', 'https://www.coloradodirectory.com/walsenburg/']","['Businesses', 'Programs', 'Visitors and tourists', 'Nonprofits and community programs', 'Local residents']","['Tourism / outdoor recreation', 'Promotion', 'Improve Online Visibility', 'Promote Something', 'Start Something', 'Track Results', 'Walsenburg', 'Huerfano', 'directory', 'partner', 'tourism', 'visitor', 'Scenic points and public lands', 'Vacation directory listings and attractions', 'outreach']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",3,"['guide resource directory', 'Colorado Vacation Directory - Walsenburg', 'Spanish Peaks Country - Scenic Points']"
everything-0768-lathrop-state-park-campground,Lathrop State Park Campground,[],Huerfano,Walsenburg,CO,Walsenburg Lodging,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","['https://cpw.state.co.us/placestogo/parks/Lathrop', 'https://spanishpeakscountry.com/business-directory/listing/lathrop-state-park-campground']",[],[],"['70 County Road 502, Walsenburg, CO, USA']","['https://spanishpeakscountry.com/business-directory/categories/lodging', 'https://spanishpeakscountry.com/business-directory/listing/lathrop-state-park-campground']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Walsenburg Lodging', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'artist', 'business', 'creative business', 'directory', 'lodging', 'outreach', 'tourism', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about business directory or partner referral', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",2,"['guide resource directory', 'Spanish Peaks Country - Lodging']"
everything-0769-law-office-of-nancy-lake,Law Office of Nancy Lake,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'directory', 'flyer', 'outreach', 'partner', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']","Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0770-lawrence-landscape-yd-mntnnc,Lawrence Landscape & Yd Mntnnc,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'directory', 'flyer', 'outreach', 'partner', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']","Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0771-lee-s-bar-b-q,Lee's Bar-B-Q,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Restaurant or dining business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'dining', 'directory', 'event', 'flyer', 'outreach', 'restaurant', 'visitor', 'unspecified']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask in person before leaving materials', 'Ask about a digital share or listing update']","Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0772-lee-s-bbq,Lee's BBQ,[],Las Animas,Trinidad,CO,Restaurant,Listing,"Restaurant or dining business in Trinidad, Las Animas, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",[],[],['719-846-8462'],['825 San Pedro Ave'],['https://visittrinidadcolorado.com/dine/'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Restaurant', 'Media', 'Add / Correct Info', 'Get Media Coverage', 'Improve Online Visibility', 'Promote Something', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'dining', 'event', 'outreach', 'visitor', 'tourism']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,"['guide resource directory', 'Visit Trinidad - Dine']"
everything-0773-legacy-silver-company,Legacy Silver Company,[],Colfax,Angel Fire,NM,All tourism directory listings; Shopping,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://visitangelfirenm.com/listing/legacy-silver-company/'],[],[],"['3315 Mountain View, BLVD Suite G1, Angel Fire, New Mexico 87710']","['https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3', 'https://visitangelfirenm.com/listing/legacy-silver-company/', 'https://visitangelfirenm.com/shopping/', 'https://visitangelfirenm.com/shopping/?_listing_directory_pagination=1']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['All tourism directory listings', 'Shopping', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Angel Fire', 'Colfax', 'artist', 'business', 'creative business', 'directory', 'outreach', 'tourism', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",4,"['guide resource directory', 'Visit Angel Fire - All Listings', 'Visit Angel Fire - Shopping']"
everything-0774-legends-bar-and-grill,Legends Bar and Grill,[],Colfax,Angel Fire,NM,All tourism directory listings; Dining,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://visitangelfirenm.com/listing/legends-bar-and-grill/'],[],[],"['Within the Angel Fire Resort, 2nd floor, 10 Miller Ln, Angel Fire, NM 87710']","['https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3', 'https://visitangelfirenm.com/dining/', 'https://visitangelfirenm.com/dining/?_listing_directory_pagination=1', 'https://visitangelfirenm.com/listing/legends-bar-and-grill/']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['All tourism directory listings', 'Dining', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Angel Fire', 'Colfax', 'artist', 'business', 'creative business', 'directory', 'outreach', 'tourism', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",4,"['guide resource directory', 'Visit Angel Fire - All Listings', 'Visit Angel Fire - Dining']"
everything-0775-legends-flooring-interior,Legends Flooring & Interior,[],Huerfano,Walsenburg,CO,Local business listing,Listing,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/walsenburg-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'business', 'directory', 'flyer', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']",Call or visit once to confirm whether the location is public-facing and accepts community materials.,1,"['guide resource directory', 'commercial directory sweep']"
everything-0776-legends-grill,Legends Grill,[],Colfax,Angel Fire,NM,Dining; Restaurants,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://angelfirechamber.org/business/legends-grill/'],[],[],[],"['https://angelfirechamber.org/business/category/dining/', 'https://angelfirechamber.org/business/category/restaurants/page/2/', 'https://angelfirechamber.org/business/legends-grill/']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Dining', 'Restaurants', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Angel Fire', 'Colfax', 'artist', 'business', 'chamber', 'creative business', 'directory', 'outreach', 'restaurant', 'tourism', 'visitor', 'service']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about business directory or partner referral', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",3,"['guide resource directory', 'Angel Fire Chamber - Member Businesses']"
everything-0777-legends-on-main,Legends on Main,[],Huerfano,La Veta,CO,Retail,Listing,"Restaurant or dining business in La Veta, Huerfano, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.","['https://www.legendsonmainstreet.com/', 'https://spanishpeakscountry.com/business-directory/listing/legends-on-main']",[],['(719) 742-3372'],"['305 S. Main Street', '305 S Main St, La Veta, CO 81055']","['https://spanishpeakscountry.com/business-directory/categories/dining', 'https://spanishpeakscountry.com/business-directory/listing/legends-on-main']","['Businesses', 'Programs', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Visitors and tourists', 'Event organizers', 'Local residents']","['Retail', 'Business / Partner', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Start Something', 'La Veta', 'Huerfano', 'business', 'dining', 'directory', 'event', 'outreach', 'partner', 'restaurant', 'visitor', 'La Veta Dining', 'tourism']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about business directory or partner referral', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",2,"['guide resource directory', 'Spanish Peaks Country - Dining']"
everything-0778-let-your-light-shine-electric-incorporated,Let Your Light Shine Electric Incorporated,[],Colfax,Raton,NM,Local business listing,Listing,"Visitor or recreation route in Raton, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/raton-nm/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Raton', 'Colfax', 'business', 'directory', 'flyer', 'outreach', 'partner', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']","Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0779-libertyx-bitcoin-atm,LibertyX Bitcoin ATM,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'directory', 'flyer', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']",Call or visit once to confirm whether the location is public-facing and accepts community materials.,1,"['guide resource directory', 'commercial directory sweep']"
everything-0780-libraries-and-community-centers,Libraries and community centers,[],Regional,Regional,NM / CO,"Bulletin Boards, Notice Boards, and Community Posting Locations",Listing,"Nonprofit or community-service route in Regional, Regional, NM / CO. It is useful for mission-aligned referrals, community outreach, partnership research, and program visibility questions.",[],[],[],[],[],"['Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Youth / families', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Bulletin Boards, Notice Boards, and Community Posting Locations', 'Training', 'Find Money / Help', 'Get Media Coverage', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Track Results', 'Regional', 'media', 'nonprofit', 'outreach', 'partner', 'service', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0781-libraries-schools-churches-and-community-rooms,"Libraries, schools, churches, and community rooms",[],Regional,Regional,NM / CO,Retail & Entrepreneurship Strategy: Physical and Digital Cross-Promotion Spaces,Listing,"Shop or local retail business in Regional, Regional, NM / CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",[],[],[],[],[],"['Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Youth / families', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Visitors and tourists', 'Event organizers', 'Local residents']","['Retail & Entrepreneurship Strategy: Physical and Digital...', 'Funding', 'Find Money / Help', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Regional', 'business', 'event', 'outreach', 'partner', 'retail', 'service', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0782-lighthouse-coffee-his-majesty-s-bakery,Lighthouse Coffee & His Majesty's Bakery,[],Huerfano,Walsenburg,CO,Bakery / coffee,Listing,"Creative-directory listings added from a public local arts, tourism, chamber, creative-district, or maker directory. Open the page and confirm current hours, contact route, listing status, submission path, and availability before outreach, spending, printing,...",['https://spanishpeakscountry.com/business-directory/listing/lighthouse-coffee-his-majestys-bakery'],[],"['(719) 890-0775', '(719) 890-0775(719) 890-0775']","['1000 Main St., Walsenburg, CO 81089', '1000 Main St, Walsenburg, CO 81089']","['https://spanishpeakscountry.com/business-directory', 'https://spanishpeakscountry.com/business-directory/categories/dining', 'https://spanishpeakscountry.com/business-directory/listing/lighthouse-coffee-his-majestys-bakery']","['Arts and culture audiences', 'Businesses', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Bakery / coffee', 'Food / Creative Business', 'Add / Correct Info', 'Get Media Coverage', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'arts', 'bakery', 'business', 'chamber', 'creative business', 'dining', 'directory', 'maker', 'media', 'outreach', 'tourism', 'visitor', 'Walsenburg Dining']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about business directory or partner referral', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",3,"['guide resource directory', 'Spanish Peaks Country - Dining']"
everything-0783-lincare,Lincare,[],Huerfano,Walsenburg,CO,Local business listing,Listing,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/walsenburg-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'business', 'directory', 'flyer', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']",Call or visit once to confirm whether the location is public-facing and accepts community materials.,1,"['guide resource directory', 'commercial directory sweep']"
everything-0784-linda-s-alterations,Linda's Alterations,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'directory', 'flyer', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']",Call or visit once to confirm whether the location is public-facing and accepts community materials.,1,"['guide resource directory', 'commercial directory sweep']"
