id,resource_name,category,town,county,state,website,contact_email,contact_phone,physical_address,source_url,source_type,last_verified_date,notes,needs_follow_up,resource_type,audience_served,cost_level,access_mode,goal_relevance,has_public_source,travel_listing_sources,best_for,description,source_status,verification_status,yellowpages_outreach_score,yellowpages_flyer_likelihood,yellowpages_digital_distribution_likelihood,yellowpages_recommended_action,yellowpages_policy_risk,yellowpages_review_reason,yellowpages_end_user_warning,directory_sweep_source_file,yellowpages_verification_status
travel-guide-c1b-true-organics-walsenburg-huerfano,C1B True Organics,Walsenburg Shopping,Walsenburg,Huerfano,CO,https://c1btrueorganics.com/,,,"U.S. 87, South, Walsenburg, CO, U.S.",https://spanishpeakscountry.com/business-directory/categories/shopping; https://spanishpeakscountry.com/business-directory/listing/c1b-true-organics,Official tourism business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Spanish Peaks Country - Shopping,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-calendars-of-events-walsenburg-huerfano,Calendars of Events,Vacation directory listings and attractions,Walsenburg,Huerfano,CO,https://www.coloradodirectory.com/calendars/,,,,https://www.coloradodirectory.com/calendars/; https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,Third-party vacation directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-canna-city-walsenburg-huerfano,Canna City,Walsenburg Shopping,Walsenburg,Huerfano,CO,https://www.cannacity.us/home,,,"102 State Hwy 10, Walsenburg, CO, USA",https://spanishpeakscountry.com/business-directory/categories/shopping; https://spanishpeakscountry.com/business-directory/listing/canna-city,Official tourism business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Spanish Peaks Country - Shopping,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-cannaco-walsenburg-huerfano,Cannaco,Walsenburg Shopping,Walsenburg,Huerfano,CO,https://spanishpeakscountry.com/business-directory/listing/cannaco,,(719) 738-4878(719) 738-4878,"25462 U.S. 160, Walsenburg, CO, USA",https://spanishpeakscountry.com/business-directory/categories/shopping; https://spanishpeakscountry.com/business-directory/listing/cannaco,Official tourism business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Spanish Peaks Country - Shopping,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
yellowpages-lead-career-building-academy-walsenburg-huerfano,Career Building Academy,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-careeronestop-walsenburg-huerfano,CareerOneStop,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-carl-s-jr-walsenburg-huerfano,Carl's Jr.,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-cat-scale-walsenburg-huerfano,CAT Scale,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
centennial-cuts-huerfano-local-food-maker-vendor,Centennial Cuts,Local food / maker vendor,Walsenburg,Huerfano,CO,,,,"408 Russell Avenue, Walsenburg, CO 81089",https://www.walsenburgmercantile.com/meet-our-vendors,Business vendor directory,2026-06-26,"Restaurant or dining business in Walsenburg, Huerfano, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",true,Maker / Artist Vendor,Artist; Arts / culture audiences; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Restaurant or dining business in Walsenburg, Huerfano, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.","Restaurant or dining business in Walsenburg, Huerfano, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",,,,,,,,,,,
centennial-jewelry-huerfano-jewelry-vendor,Centennial Jewelry,Jewelry vendor,Walsenburg,Huerfano,CO,,,,"408 Russell Avenue, Walsenburg, CO 81089",https://www.walsenburgmercantile.com/meet-our-vendors,Business vendor directory,2026-06-26,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",true,Maker / Artist Vendor,Artist; Arts / culture audiences; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.","Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",,,,,,,,,,,
chae-organics-huerfano-body-care-local-goods-vendor,Chae Organics,Body care / local goods vendor,Walsenburg,Huerfano,CO,,,,"408 Russell Avenue, Walsenburg, CO 81089",https://www.walsenburgmercantile.com/meet-our-vendors; https://www.yellowpages.com/walsenburg-co/business-listings/1,Business vendor directory; YellowPages commercial-directory sweep,2026-06-26,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",true,Maker / Artist Vendor,Artist; Arts / culture audiences; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.","Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",,,3,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,,,,tri_county_yellowpages_flyer_digital_outreach_scored.csv,Needs manual verification
yellowpages-lead-chelsie-s-wings-burgers-sprts-walsenburg-huerfano,Chelsie's Wings Burgers-SPRTS,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Restaurant or dining business in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Restaurant or dining business in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Restaurant or dining business in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
chollafire-huerfano-local-maker-vendor,Chollafire,Local maker / vendor,Walsenburg,Huerfano,CO,,,,"408 Russell Avenue, Walsenburg, CO 81089",https://www.walsenburgmercantile.com/meet-our-vendors,Business vendor directory,2026-06-26,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",true,Maker / Artist Vendor,Artist; Arts / culture audiences; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.","Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",,,,,,,,,,,
city-of-walsenburg-huerfano-government,City of Walsenburg,Government,Walsenburg,Huerfano,CO,https://cityofwalsenburg.colorado.gov,,,,https://cityofwalsenburg.colorado.gov,Government website,2026-06-19,"Civic or partner-organization route in Walsenburg, Huerfano, CO. Use it to find the public page, organization, office, or listing path that best matches the task.",true,Resource,For-Profit; Non-Profit; Program; Visitors / tourists,Free or public-service path likely; verify requirements,Online,Add / Correct Info; Reach People Offline; Start Something,True,,"Civic or partner-organization route in Walsenburg, Huerfano, CO. Use it to find the public page, organization, office, or listing path that best matches the task.","Civic or partner-organization route in Walsenburg, Huerfano, CO. Use it to find the public page, organization, office, or listing path that best matches the task.",,,,,,,,,,,
yellowpages-lead-collectors-corner-walsenburg-huerfano,Collectors Corner,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
colorado-crunch-huerfano-local-food-product-maker-vendor,Colorado Crunch,Local food product / maker vendor,Walsenburg,Huerfano,CO,,,,"408 Russell Avenue, Walsenburg, CO 81089",https://www.walsenburgmercantile.com/meet-our-vendors,Business vendor directory,2026-06-26,"Restaurant or dining business in Walsenburg, Huerfano, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",true,Maker / Artist Vendor,Artist; Arts / culture audiences; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Restaurant or dining business in Walsenburg, Huerfano, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.","Restaurant or dining business in Walsenburg, Huerfano, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",,,,,,,,,,,
travel-guide-colorado-directory-walsenburg-huerfano,"The Colorado Directory, Inc.",Vacation directory listings and attractions,Walsenburg,Huerfano,CO,https://www.coloradodirectory.com/Corporate.html,,,,https://www.coloradodirectory.com/Corporate.html; https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,Third-party vacation directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
yellowpages-lead-colorado-farm-bureau-insurance-walsenburg-huerfano,Colorado Farm Bureau Insurance,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,1,Low: corporate/franchise restrictions likely,Low,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-colorado-state-government-walsenburg-huerfano,Colorado State Government,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-community-banks-of-colorado-walsenburg-huerfano,Community Banks of Colorado,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,1,Low: not a flyer-first stop,Low,"Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",Medium,"Professional, medical, industrial, utility, or appointment-based business; physical flyer posting is less likely or less useful.",Do not prioritize for public flyer distribution.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-conoco-walsenburg-huerfano,Conoco,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,1,Low: corporate/franchise restrictions likely,Low,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
travel-guide-contact-us-walsenburg-huerfano,Contact Us,Vacation directory listings and attractions,Walsenburg,Huerfano,CO,https://www.coloradodirectory.com/contact.html,,,,https://www.coloradodirectory.com/contact.html; https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,Third-party vacation directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
yellowpages-lead-corine-s-mexican-food-restaurant-walsenburg-huerfano,Corine's Mexican Food & Restaurant,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Restaurant or dining business in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Restaurant or dining business in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Restaurant or dining business in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,5,High: likely local flyer-friendly,Medium,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
travel-guide-corine-s-mexican-restaurant-walsenburg-huerfano,Corine’s Mexican Restaurant,Walsenburg Dining,Walsenburg,Huerfano,CO,https://www.corinesrestaurant.com/,,,"822 Main Street, Walsenburg, CO, USA",https://spanishpeakscountry.com/business-directory/categories/dining; https://spanishpeakscountry.com/business-directory/listing/corines-mexican-restaurant,Official tourism business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Spanish Peaks Country - Dining,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
costacustoms-huerfano-custom-goods-maker-vendor,CostaCustoms,Custom goods / maker vendor,Walsenburg,Huerfano,CO,,,,"408 Russell Avenue, Walsenburg, CO 81089",https://www.walsenburgmercantile.com/meet-our-vendors,Business vendor directory,2026-06-26,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",true,Maker / Artist Vendor,Artist; Arts / culture audiences; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.","Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",,,,,,,,,,,
cowgirl-style-huerfano-local-goods-maker-vendor,Cowgirl Style,Local goods / maker vendor,Walsenburg,Huerfano,CO,,,,"408 Russell Avenue, Walsenburg, CO 81089",https://www.walsenburgmercantile.com/meet-our-vendors,Business vendor directory,2026-06-26,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",true,Maker / Artist Vendor,Artist; Arts / culture audiences; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.","Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",,,,,,,,,,,
yellowpages-lead-coyote-cafe-walsenburg-huerfano,Coyote Cafe,Commercial directory lead / local business,Walsenburg,Huerfano,CO,,,,,https://www.yellowpages.com/walsenburg-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Cafe or coffee stop in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Cafe or coffee stop in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Cafe or coffee stop in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,5,High: likely local flyer-friendly,Medium,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
craftsman-cottage-artisans-huerfano-artisans-maker-vendor,Craftsman Cottage Artisans,Artisans / maker vendor,Walsenburg,Huerfano,CO,,,,"408 Russell Avenue, Walsenburg, CO 81089",https://www.walsenburgmercantile.com/meet-our-vendors,Business vendor directory,2026-06-26,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",true,Maker / Artist Vendor,Artist; Arts / culture audiences; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.","Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",,,,,,,,,,,
